,lluvia_mm,temp_media_c,ph_suelo,altitud_m,mano_obra_horas,area_ha,fertilizante_kg_ha,materia_organica_pct,riego,tipo_suelo,variedad_semilla,historial_plagas,rendimiento_kg_ha,plaga_severa
15,449.766860193445,14.828612735701936,6.277537675966775,290.1257539643567,78.96108351500087,5.349919420213001,87.93762870294071,3.675541227051318,No,Arcilloso,V1,Nunca,6296.630235312568,0
16,475.7609406110402,22.56051720694735,6.612845905781557,728.2130447796626,150.6398339355875,1.391279213381185,117.22652785251915,2.0075097600064526,No,Franco,V3,Nunca,6777.650268142224,1
17,221.51103757553184,17.480040866636834,5.503055173107652,651.7466508938165,96.94302378584098,3.5324364037010803,210.9601724720269,0.1597836862380562,No,Franco,V4,Nunca,6002.7349841915975,0
18,717.0882176907648,17.282814857352033,5.919254591171784,672.1479261586953,148.3203526364253,2.876578092220861,111.34443575502564,2.4355515483965444,Si,Arenoso,V1,Nunca,7165.509353172653,0
19,602.9777527364664,16.273450215018073,6.219802206947332,828.3025801733578,168.81269932706903,4.638228088046674,99.5747186247158,3.2057578689350392,Si,Calizo,V1,Ocasional,7088.572237697471,1
20,374.7339747577468,17.180918985047676,6.713764035206531,273.7939121121068,88.39611888445106,4.016669161617272,115.89666257737429,3.7798145315293263,Si,Arenoso,V4,Nunca,6645.022367443947,0
21,325.76782749890214,13.684951114029854,6.650127903193097,411.2278601415078,97.9482403792408,4.196880409814256,116.55305723140664,1.4273396176122242,No,Arenoso,V2,Nunca,5746.278822284919,0
22,683.8560504163036,18.503016614647056,7.204343220310776,983.1407951352084,92.40165686932308,2.587541933848787,58.14652284985609,1.2276717214284598,Si,Franco,V2,Ocasional,7245.270204090766,1
23,324.4619726238895,19.86365820218094,6.4868657426643965,850.2970549938505,103.6331805443868,1.0600156346769765,105.67381592411586,6.103153031833507,No,Franco,V3,Ocasional,6402.924504026428,0
24,934.1441880708556,16.03623009617059,7.024480161990233,160.8373467921772,60.21383541217816,3.345274023149364,229.6383769546135,5.554763231004172,Si,Arenoso,V2,Ocasional,8032.55390755892,1
25,880.5365054404856,19.085609289296563,5.862256460846619,247.97642536541144,49.96647733673393,5.506263977905203,147.63064621712385,0.6227837420762431,Si,Franco,V4,Nunca,8154.35035653569,1
26,534.5434260578872,17.685787651693285,5.797952661563138,191.82458891944805,126.95741685699002,5.928284938826362,97.11325754135844,0.234077123971411,No,Franco,V2,Nunca,6908.7300875664405,0
27,669.4044293499169,17.21400517649759,5.496955033841987,161.4524843488436,99.48898975024645,3.612219887246946,93.80815363146488,0.3920746998393227,No,Arcilloso,V2,Nunca,6886.247583346708,1
28,665.2575324756746,12.263478116873385,6.7204739980804,561.6588479072731,115.9989065636126,3.0830389725677683,207.07912414693843,3.679093855136989,No,Franco,V1,Nunca,7148.693392772318,0
29,697.5495017754236,25.871711092116627,6.768493816549558,639.528586961256,161.75579322577573,6.30230113363836,29.55430742801483,2.553528029959181,No,Arcilloso,V1,Ocasional,7097.746654731263,1
30,563.2037553046097,22.004846820462376,6.80654114863852,199.7943483196825,158.03537829856813,3.9769625323935074,173.33789144222263,4.324644063006653,No,Arenoso,V1,Ocasional,7411.518757826469,0
31,778.053675228879,21.17653508662191,6.10503303353588,352.2048374941189,50.85796554600675,7.191205901266696,128.90311033746298,1.7571716678846605,Si,Arenoso,V2,Nunca,7394.474734896073,1
32,618.7200146879367,13.616617671560384,5.8189127144143535,193.2079664915134,166.70783753546957,2.532011958280317,99.5012505254869,3.0189268664848927,Si,Franco,V2,Nunca,6601.198552453178,0
33,426.7567438923549,18.64362709888128,7.063070233280779,479.72258977049125,116.40850981934643,2.6057338659800937,250.0206161819553,1.0195284055341995,Si,Arcilloso,V1,Ocasional,6622.429622763601,0
34,481.29599373944507,12.063217502767827,6.317433441412341,415.1610422689599,17.21136348077266,2.0329670043497834,172.6862211777452,3.89648107433895,Si,Franco,V2,Ocasional,7175.308665890439,0
35,688.4043120355808,23.643038168741445,6.798415172767237,495.7921864826767,137.82340588139917,1.9616845903074944,149.00867083404594,3.962042289044297,Si,Arcilloso,V3,Frecuente,7904.461224614749,1
36,327.3687444152854,20.431555336803523,5.520825462814535,201.7652922750648,63.78689684264798,2.557501716248036,97.62112963825996,3.212454685559969,Si,Arenoso,V2,Nunca,6218.845673293587,1
37,804.0250684014304,18.72948059082397,5.639510565393334,394.7341150129327,137.20674909194446,12.708087529749909,77.07023612627539,1.98352123078994,No,Franco,V2,Nunca,7485.683296515415,1
38,1090.2875329818417,17.756779339349567,6.855416050068908,717.9622049718298,80.91185804240781,0.2458647240472111,157.6724513057011,3.6222230515978886,Si,Arcilloso,V4,Nunca,8314.388084984137,0
39,587.4086408714502,19.762384253009746,4.769726012670379,346.4061662939088,107.071015214212,2.662647759189704,64.88941741514745,1.4769736284041417,Si,Franco,V3,Ocasional,6867.092813311904,1
40,717.10199817322,21.077570474443736,6.539451088300763,334.21962155601653,122.58658357568716,5.589373857152144,65.27446407072333,6.342425526782151,Si,Calizo,V4,Nunca,7762.292653494451,0
41,811.7069926154717,21.7339507706264,7.5251606031719955,294.53474590273845,133.5104943579393,2.364160186562686,200.2060157948896,4.992821300660861,No,Arcilloso,V1,Nunca,7971.534289345797,1
42,542.6708086048093,17.75674144720934,6.698775820925818,365.9526086181921,12.054695544096802,4.168341495671883,198.5049058565617,3.561113553739057,No,Calizo,V2,Nunca,6909.822853208033,0
43,647.9755677545031,20.69177764784041,7.033158088341254,897.804139655198,159.82136275005738,5.039582163866767,115.52410565505166,3.246712900380983,No,Franco,V4,Ocasional,7424.564385692232,1
44,906.175340057662,14.296292937759272,6.454889474380569,0.0,160.64757259680164,4.805269284441729,40.96266964688292,1.4228368989708675,Si,Franco,V1,Nunca,8094.765966512616,0
45,616.4425544854148,14.113936201761708,7.0448936908640425,561.6985948446464,175.6983876229142,1.6302948901455794,99.1322161049158,1.2004490135991814,No,Franco,V3,Nunca,6663.586265881549,1
46,705.0893942280244,14.88913416947986,7.479551059861303,590.6475944225022,74.43909348745785,10.667125373994653,89.57194980830965,4.141522900807334,No,Calizo,V3,Nunca,7252.080238851492,0
47,747.9494171327843,17.233076063798084,7.310031779729473,481.8465835270405,78.53778226529143,5.443473663870182,72.99120108246966,5.650226025690101,No,Franco,V2,Nunca,7555.754834354338,0
48,1145.549234054739,19.11020917660685,6.548100985613417,0.0,149.2229641592221,5.416857610778587,42.05444057830724,4.339805751377519,No,Arcilloso,V1,Ocasional,8298.657972282374,0
49,309.4631666016174,17.83262328043585,8.02761281240821,381.10768834576936,133.0348759085019,3.848516026265615,55.2709978284851,3.222643295286713,Si,Arcilloso,V3,Ocasional,5833.999867903252,0
50,656.84562607423,14.754497274387262,6.804917910872759,637.3245927423727,45.73591350737557,2.5699340040202725,115.68977619316452,3.511537910924761,No,Arenoso,V4,Nunca,7271.92350305726,1
51,698.5312062099663,24.31872670387537,7.262840053973461,139.70558803239174,125.5158326668636,2.36451119735047,146.40006018834026,3.3707489642284045,Si,Franco,V2,Frecuente,8227.820029158798,1
52,444.3706939106388,19.98289368382284,6.724802285123562,66.04271676797066,180.38487344804565,0.7230326291100775,126.19220997587692,1.9363313176240544,Si,Franco,V4,Nunca,7201.54718148609,1
53,405.13673060025474,20.22012493031348,7.929013536247591,59.222568791682136,117.34728071743456,3.079495686948008,75.61303413621404,0.6311594196362498,No,Franco,V3,Ocasional,6571.89047146171,1
54,715.4179482600516,21.01167330200249,5.814637667915576,510.8326473979511,116.93343457048204,1.941399195883626,133.7543422018729,0.6233928130643489,Si,Arenoso,V3,Nunca,7274.134286937754,0
55,752.9495764253429,16.488222657656042,6.883504196410842,0.0,123.6583625158476,1.9506426914369568,101.977734026908,5.562772745661175,Si,Franco,V1,Nunca,7973.128561207762,0
56,670.7280370120943,15.851099045016184,7.048199664340096,431.3765873698136,131.9528273856032,3.6468166426527056,182.8731573064433,2.837739525636388,Si,Arenoso,V3,Nunca,7570.507705786945,0
57,763.9199753095833,16.95288368927912,7.018651731105962,500.4164607288011,151.7175351307444,2.558482772929282,173.94470293375696,4.0007739539988485,Si,Arenoso,V2,Ocasional,7736.520721741257,1
58,728.9365253492759,15.080282866750204,7.443990367611682,794.2046832170273,91.03740486068412,0.1604620825845751,54.65611025258568,9.38817785191506,Si,Franco,V4,Frecuente,7764.170139174249,0
59,230.45645751838373,20.88746937055281,5.704605974169413,770.5152557725987,69.25569436352595,2.875956890610272,150.99581578696,0.7248838598748354,Si,Arenoso,V2,Nunca,5711.325590907728,1
60,647.9752132092129,13.89978189058798,7.217761037373251,0.0,102.74609106266324,5.743634605874271,140.51508329331466,1.718269330589422,Si,Franco,V4,Nunca,7336.4494339469875,0
61,917.5239500167806,19.96316846814684,6.993332587804607,282.06615113201644,135.31113620307838,2.2833242699013057,116.1479278726047,2.049637542719476,No,Franco,V1,Nunca,8106.197590308444,1
62,435.8405429415519,13.45162133327931,8.5,498.3482383056952,72.60680574117535,2.292676442913189,68.08552684694634,1.5395232725516246,Si,Arenoso,V1,Nunca,6112.035364747506,0
63,679.4420903639946,13.625664148351152,6.193545293107608,1053.4696182834916,89.82049288290247,7.076573559614474,106.8848746439582,2.9545321789563905,Si,Arenoso,V2,Ocasional,7200.314150985872,0
64,569.9476304022666,22.576352759475423,6.782555831777839,453.40268223887045,161.84348268324317,9.630957149537831,79.96038496618942,3.7360516127640455,Si,Franco,V3,Nunca,7228.973510822127,0
65,576.2423260280601,20.45485066928872,6.715738956043799,485.46294445212607,130.23232941788277,1.1748069755444808,201.45571856152617,1.5907420789832432,No,Arenoso,V2,Frecuente,7116.060159133855,1
66,628.9076783351687,16.135371196014113,6.390871799752555,139.81522315450104,149.0648686325086,7.8193795640853665,77.96133579065632,3.923235262181427,Si,Arenoso,V3,Nunca,7255.163812530553,0
67,893.6742096763105,24.38638868951988,6.307738420017982,180.7618935115841,161.27958251105056,2.845136516041991,146.11259283607424,2.275436522029646,No,Calizo,V3,Ocasional,7848.413270146293,1
68,826.5243700259497,19.88104513141656,6.118412983257593,417.6846588096537,184.73074731443825,3.0751908868247324,153.04635276254925,5.200082750402181,Si,Arcilloso,V2,Nunca,8195.7343186496,0
69,445.0710603902787,20.838587319835643,6.446784626312621,183.4023181718872,123.05870386647918,2.2136605971571126,168.38521378675426,1.84513317209327,Si,Franco,V2,Nunca,6950.529702846619,0
70,124.31070502040922,17.14396053236378,6.766898501596646,747.3044812770316,86.96688657736763,2.831462518420514,168.60964209939942,0.5033074086483676,No,Arcilloso,V2,Nunca,5023.610072072348,0
71,214.35015624371,16.987354374378118,5.851281687323072,364.0737113491151,64.89914723511475,2.629377826095645,90.33934659107013,4.990785755775179,No,Franco,V2,Ocasional,5477.215830842069,0
72,505.8135678921019,15.547278424292925,6.236488163381179,534.2599700013599,176.57660406862192,2.2239765259912923,278.8680156145362,2.692133800776292,Si,Arenoso,V3,Frecuente,6927.223310988979,0
73,759.4395523911979,21.534819924596366,5.756077836927868,68.08863049582556,119.19530476355028,5.236866809842489,327.0670901989077,1.6843163683985172,No,Franco,V4,Nunca,7833.955267316531,1
74,618.7200146879367,18.948921742154035,7.069420205673577,347.4622556959818,35.14337528544766,1.9536738888717844,210.0085366582388,3.940203711705122,No,Franco,V2,Ocasional,7166.884532118065,1
75,373.42326904018137,11.753837615776064,6.205588895899721,616.8752482513689,164.00601037913702,6.804804173443968,301.902246321155,2.2478629264451224,Si,Franco,V3,Ocasional,6449.8871677717125,0
76,435.9409937056746,19.994428221864712,8.113968660210897,383.8402670883829,51.15960604362441,2.487531432464892,89.6950361973463,2.005888678592102,Si,Arcilloso,V2,Ocasional,6494.892400744197,1
77,667.4504679187118,24.760034699883736,7.271500552956435,845.6870468050973,110.7544401322736,1.352284961179848,72.19345711849239,2.245527985967713,Si,Franco,V1,Nunca,7884.276893817463,1
78,744.7092742852285,15.393015661115706,6.396724071009053,260.2412778819685,135.62131262814796,1.6822357071536205,188.87513338139527,0.9263408474137954,No,Franco,V3,Frecuente,7464.268533565572,1
79,669.7580485821794,18.726811228353533,5.322100586335541,401.5776550918576,110.25764697286763,5.348321356283287,215.1264353924097,5.63514308890227,No,Franco,V3,Nunca,7267.4131469148015,0
80,506.7335758086439,19.099600818505703,6.165244476821335,922.9362692306348,158.77834336814578,4.385932580915552,75.99484744601703,5.674603467793787,Si,Arenoso,V1,Ocasional,6752.313399461662,0
81,789.3500578186018,19.294909816805667,7.402862267916944,407.8869768350448,76.36886744593761,3.6877150790288096,491.3665362447055,2.910701589409889,No,Arcilloso,V3,Nunca,8112.54028093508,0
82,889.7190120876808,9.09679154632039,6.842170171974038,434.7544371162503,111.64536816748392,2.9147189771574364,491.3665362447055,2.749902225551866,Si,Franco,V4,Ocasional,8484.439345508936,0
83,950.26485714744,21.20552381064084,7.021030354513057,117.98679326685745,134.23534208557726,6.4574920544919125,192.72274243318097,6.420056103883097,No,Arcilloso,V2,Nunca,8192.76638307047,0
84,846.5689761023784,15.260781028206813,6.336510865778653,360.0418298831988,145.09830841876865,1.8409686511989816,491.3665362447055,2.393827439941944,No,Franco,V3,Ocasional,7614.686490237524,1
85,679.5923339239733,16.939020136314813,7.336782670217849,429.16264324429056,183.1669809905705,3.725667835434893,193.8937911470406,2.348598085275531,Si,Arcilloso,V1,Ocasional,7766.894963359763,1
86,876.1769464684887,18.283272745441035,5.814432574000369,629.2095971570202,94.76279713880686,8.012836916312756,109.98465898023338,1.0492828325998669,No,Franco,V2,Ocasional,7506.663175187035,1
87,291.1778445515915,18.77285734302516,6.734203438846529,800.9196837014629,87.09782631877064,2.171375582787233,72.32016485988278,2.420163559899108,No,Arcilloso,V1,Ocasional,5829.5635244081,0
88,680.8142624958136,25.06362476016393,6.789438042434244,147.39331258361722,135.67495258233902,0.9455523722048236,113.56988452293888,1.7255129905240143,No,Calizo,V2,Nunca,7377.882412844489,1
89,273.0615888704484,18.733789645069265,5.688309422979642,333.70470375076013,127.82315093205416,3.025993183509775,169.71765817763327,0.5965290541560976,No,Arenoso,V2,Nunca,5810.837396076192,0
90,683.158898081475,19.514555644069063,6.3066899482813605,622.4103189156714,66.99031841080802,3.367025939971457,398.9352989600851,4.211348069500858,Si,Franco,V3,Ocasional,7562.784850324156,1
91,641.0490129974522,22.878939143647266,7.216177147250768,698.6911474118046,100.21400940824972,2.114469291850502,65.37525428860775,5.21093225400306,Si,Arcilloso,V3,Nunca,7400.917540953986,1
92,584.9723794075848,19.214475456923324,7.304215112311198,340.6128830609933,61.323791768219465,7.970768217914902,72.17409733306893,5.205970549808842,Si,Arcilloso,V1,Ocasional,7121.096784861029,0
93,643.0131818341782,11.884291086253585,6.486193425445032,0.0,158.03481435739064,3.864776858742952,77.85691089899339,5.1604103097071246,No,Arenoso,V2,Ocasional,6911.935392552941,0
94,619.5341822798229,20.556910463084662,7.647939878792836,477.8099497350256,186.6167067853504,3.379341515749968,113.12177156480423,1.7493070582079353,No,Franco,V2,Nunca,7128.675571057418,1
95,767.2200817546628,14.679066191084557,6.408835368096145,0.0,143.0916728475841,2.1213843436745794,203.45210485724056,2.4515663976563795,Si,Arcilloso,V2,Nunca,7652.425962103421,1
96,602.9419120060746,23.05294616719064,6.973527430394103,485.659585687764,207.66008025425245,3.298381693125956,127.24176081406048,2.553528029959181,No,Franco,V2,Nunca,7106.786351382732,0
97,414.0896114747108,11.920090778424854,6.099881187147106,458.7013132385016,137.55048970785626,2.469804770497094,99.22233495874116,2.570128225018505,Si,Franco,V3,Ocasional,6751.74531010739,0
98,626.4846079705703,22.07827363372327,7.566219200536453,353.6932599586119,77.90916214654666,1.570787604655704,80.20667106844316,3.255506361198089,No,Arenoso,V2,Ocasional,7106.535548320455,1
99,613.01116116398,17.2597199849223,6.619828938132175,810.8283361158216,94.98025654349463,1.3127063693254848,134.96297087806923,3.546373366248208,Si,Arcilloso,V2,Nunca,7341.437105011029,0
100,899.1810482817901,18.76839480820498,6.667760120541356,283.61248768407074,116.86396268184018,2.6836320469092843,101.08879985470624,3.067862655898347,No,Franco,V3,Ocasional,7820.023562621153,1
101,621.9388179273672,18.39435365893541,7.388697613132583,728.3789507176788,90.65099685800188,2.962545906939673,135.14195293038176,4.290228543705841,No,Franco,V2,Nunca,7150.887268461477,0
102,544.275757975683,16.96010646494922,7.899756213246456,0.0,108.40712623227998,5.0798836188261385,211.2665803059681,4.132745573976021,Si,Arenoso,V2,Frecuente,6943.46771108553,0
103,1013.0564052548388,15.093295486198254,6.082505858265343,591.3277879546191,30.31722521231597,4.6544211231952,70.33784572609783,2.221680511475064,No,Franco,V4,Nunca,8266.380307887888,1
104,482.8575867490504,19.955511242094364,8.10677445629809,588.2967188567546,170.8026302895299,2.3781068517714927,184.34433792972257,1.9036919212797567,Si,Arcilloso,V2,Nunca,6905.465077069666,0
105,613.7759116936015,17.1993226591894,6.612622618002214,223.49056205214129,152.08837463115617,5.559634194215601,108.72394393696132,5.06693448230491,No,Calizo,V3,Nunca,7249.225207467241,0
106,618.7200146879367,14.645943979560592,5.830027695568028,81.93980958936419,92.23771803245045,4.6289801941571165,48.22326766126479,1.8202116981165848,Si,Arenoso,V4,Ocasional,6281.793724626659,1
107,616.5612570592913,15.008590413864834,7.287134564212104,134.28088471068872,93.14298228851352,7.241564660683798,98.10989416596222,1.6830223328895888,No,Arcilloso,V2,Nunca,6805.5090847814745,0
108,381.5982615318142,13.87769188889397,7.845005815917664,348.4249055149652,181.3581424175036,0.3797360550760956,150.20646805152148,9.349523240410193,Si,Arcilloso,V2,Nunca,6508.61833212848,1
109,640.8852688792961,26.76228708445462,6.437518363715761,624.099645308341,82.94386705620644,5.8132981453471855,59.7092101920514,5.415825966343264,No,Calizo,V1,Nunca,7651.960852645768,0
110,680.5206318875743,18.647495217334875,7.53115868195305,106.233160663118,63.88144198701642,1.4275223384298812,72.79105428387378,2.9217271870797306,Si,Arcilloso,V2,Nunca,7336.831408735213,0
111,478.1962537259039,25.13211928976392,5.955858772444512,97.88406589944827,113.77097520759044,2.614294678311636,217.126194897829,3.2738989222524806,No,Calizo,V1,Frecuente,6792.557580042907,1
112,846.4481562375603,17.509174933772503,6.023040671372182,440.31561586917394,105.43403236884244,3.4192945906033554,98.36075135075691,3.5551562874527627,Si,Calizo,V1,Nunca,7454.507437036765,0
113,588.9320612432545,25.112855404921856,6.186149576946294,701.5265486669833,139.81076931208798,3.2751407834099604,166.0143622137745,1.1170598918866577,No,Franco,V4,Ocasional,7350.473756214548,1
114,329.7393549798425,17.210073182140743,6.731794441204024,0.0,106.67547774773826,3.3882701351391726,136.2143128971284,4.100512899425322,Si,Franco,V1,Nunca,6600.847792233242,0
115,483.9027474035112,13.788390835390134,5.420925906587375,191.1564406953142,126.32739413592014,2.448202568999388,171.61749747917688,6.079566527143213,No,Franco,V3,Nunca,6660.522735442923,0
116,241.3648753720332,18.94022332639494,5.796440739152356,445.1165907878511,152.3661987458774,3.7526651265105193,283.96899630859474,8.113189292007778,No,Arcilloso,V3,Nunca,5909.706957103414,0
117,378.4547773972058,20.19052497568482,5.81651305563498,636.7357012889269,117.09145281134822,11.835479558400506,139.4043607289367,3.019803803228508,Si,Arcilloso,V1,Nunca,6398.094233731857,1
118,247.37445535609328,18.432698174098192,7.099502884441688,25.27429095565396,170.8285796401364,2.153269041280832,119.58715115695465,4.655926506821634,Si,Calizo,V1,Frecuente,6129.260205566788,0
119,681.8427986694388,16.906909920689735,4.920719025809718,227.0309792501576,91.37844657514228,6.978062114868802,66.62373055484738,2.4111190918633394,Si,Arenoso,V1,Nunca,7146.285738099422,0
120,681.4386899838707,16.157890062584077,5.977754005699663,1003.3031160793836,142.87581120795463,3.25628594173062,96.58737069448571,1.3439107953040794,Si,Arcilloso,V2,Ocasional,7286.763087044136,1
121,884.1456412635615,16.210242423315943,6.398391011805734,223.95788954643973,107.0690361951219,4.976992426171003,100.3898794850942,3.311357739239165,No,Franco,V4,Nunca,8078.082545896004,1
122,798.0515388418214,24.56001573403951,6.589367878743895,70.12533403149263,136.20715978419804,9.207359304537304,181.91296780969407,1.952207187191053,Si,Arcilloso,V2,Nunca,8125.959960108669,1
123,334.9207716894732,17.819084671539848,5.747023427795469,493.7867929564875,31.15674845215928,2.132867797194338,331.3105226185556,2.6458720617079265,No,Arcilloso,V2,Nunca,6108.677261291805,0
124,806.1962949463873,14.94608633651919,6.979533812026656,355.6173694762164,170.0621299757832,7.427083712929083,58.55949479947231,3.2025728593746394,No,Arcilloso,V2,Ocasional,6995.040289673301,1
125,376.2682275756569,18.38536470704664,6.448773629189166,978.0309665855982,92.68059579303744,1.7039511051959308,101.2688867538988,2.4265232052805983,No,Calizo,V1,Ocasional,5993.265563848514,1
126,495.2044269326436,10.182026396939625,6.761968864046144,528.411462149897,128.13933805096644,4.669429504143811,87.80451984559124,3.0103224883000537,No,Franco,V4,Ocasional,6796.137674016281,0
127,422.09992494967184,14.430708527388632,8.457809672023995,377.62404813500825,212.4655989517445,2.3461284834703355,75.12856582662916,1.7678763969647069,No,Arcilloso,V3,Nunca,6293.210535028355,1
128,602.4862884344437,14.51623801088682,6.210941555069413,481.573929652568,112.8155211728134,2.01058221833268,160.63511665719147,3.9554704469302497,No,Arenoso,V1,Ocasional,6809.463646639397,0
129,675.7383086777387,20.390514394986766,6.937866853933504,681.5511212004857,202.6212017133788,4.000499213694356,164.79684905707776,2.553528029959181,Si,Franco,V4,Nunca,7862.969778734589,1
130,492.88368928797865,22.00532029193149,6.75959466144636,424.5485428332676,70.6813814674313,1.012351373692483,171.09920534145724,2.838118322533269,No,Arcilloso,V3,Nunca,6607.595170479602,1
131,613.3621676913418,19.02330975428789,7.615486885319756,84.8267407188701,112.1171520806477,5.4926370022452655,67.62860426142484,5.243437427072603,Si,Arenoso,V3,Nunca,7049.759507610488,1
132,1002.4021868181508,13.213784655100556,7.242817631047777,281.3437079376563,131.6560437421986,4.070203966484741,147.53560681617648,2.1183091711205244,Si,Arcilloso,V2,Ocasional,8010.073020036768,1
133,684.4276032778546,14.704400568492003,5.942388204665725,229.36828968465005,126.44840561148226,0.8211571866299313,141.5062333919309,1.940345041009636,No,Franco,V2,Ocasional,7036.47071225848,1
134,448.769212653999,22.92752857609794,5.917772860841102,538.7842961650383,138.82462081816186,12.708087529749909,158.83749496997424,1.787449841771431,Si,Franco,V2,Frecuente,6874.673195615251,1
135,598.8029838038839,16.433148740029793,6.088212480433672,348.9936713449284,94.87324540583276,3.960624024724448,491.3665362447055,1.5021054578053212,Si,Franco,V2,Nunca,7510.679660196319,1
136,709.4897199123699,12.564228165929345,6.266485233751653,625.9798600508975,65.19557528871034,4.252804811632245,149.08766867370352,2.849154579849776,No,Arcilloso,V2,Nunca,6896.401436369856,1
137,581.2567682798169,22.510052654830588,6.079379622556959,943.9462703689558,88.8881098461836,1.3611340172272326,129.3889939545344,3.161598900949515,No,Franco,V4,Nunca,7289.905897617796,0
138,1071.8247978240097,18.05777038636432,7.244027484197433,748.1692938410838,96.31111034331798,2.812753821551617,174.52027837169803,2.395960230125953,No,Calizo,V3,Nunca,8079.57465694109,1
139,452.2395649524266,14.665581148775152,6.213170720395021,115.19079191670892,144.14579911784529,1.9795829321156209,75.30419122934646,3.324808918943932,Si,Calizo,V3,Nunca,6470.18567103557,0
140,893.1985545197283,19.201767069860868,6.081725129055957,623.6210118631648,105.938640226264,4.421113932899024,491.3665362447055,4.789838097602681,Si,Franco,V3,Ocasional,8356.192829983678,0
141,206.7523154944668,21.400149039926905,7.501621912019357,628.2556601892526,151.20398580945238,2.8976285386579463,337.7846410416371,1.8902167629978588,Si,Franco,V3,Nunca,5738.978382483277,0
142,843.0704758374723,17.371338314015706,6.592416466203903,411.4381054446361,93.78652378613614,2.3641945393122,99.03203488747828,6.234712933274395,No,Arenoso,V2,Nunca,7708.356403002314,0
143,798.5552092374772,22.55787594834471,6.995291219218901,569.6579596249888,103.86983972187625,4.039347934823482,192.9718591211585,2.554727863906948,Si,Franco,V3,Nunca,8221.742477305777,1
144,497.1139833329125,18.899308411125634,6.480473289628367,57.42493489481308,126.89901593387312,3.6014305519507617,91.43212306974924,2.8631665547440206,No,Arenoso,V2,Frecuente,6785.272438447536,1
145,540.6516313221857,20.414663368867643,6.840677013909816,359.3905218730008,186.0358005500057,4.475157948390642,125.78601365639165,6.388002584819105,No,Franco,V2,Nunca,7325.47650131392,0
146,1050.8131026236108,19.3247168613754,7.044616471755933,269.1208642984979,107.00543716263098,4.762752833516876,45.3807680519689,4.306166116696205,Si,Franco,V2,Nunca,8035.28995030854,1
147,795.1032049649526,18.94182261726128,6.128689479691197,72.58932390574768,123.27240400806348,1.1543737116342758,285.4950012551141,3.0114467247344865,Si,Arenoso,V4,Nunca,8009.196908510213,1
