,Acidez,AcidoCitrico,Azucar,CloruroSodico,Densidad,pH,Sulfatos,Alcohol,CalifProductor,PrecioBotella,Etiqueta,Clasificacion,Region,prop_missings,aleatorio,aleatorio2,Acidez_sqr,AcidoCitrico_exp,Azucar_sqr,CloruroSodico_sqr,Densidad_raiz4,pH_sqrt,Sulfatos_sqr,Alcohol_sqrt,CalifProductor_sqrt,PrecioBotella_sqr,aleatorio_sqr,aleatorio2_sqr,Beneficio
16,0.34,0.46,4.7,0.029,1.00111,1.42,1.74,17.3,2,3.91,B,**,Reg 2,0.0,0.7970369892354312,0.7508550825752599,9.71838132959468,24.837293088954297,9.496794762156924,9.183621429678649,1.357993426728306,0.6228580693666987,18.969177099915356,2.211296002267001,1.3645593560288818,3.907678269933885,7.700764126551231,6.706914436212607,828
17,0.14,-1.03,7.9,-0.379,1.0241,3.26,-0.38,13.7,2,2.37,B,**,Reg 2,0.0,0.5969099642610433,0.8236415265589552,8.159976502914683,4.302267740204514,10.09900164591466,2.9988819600524983,1.4405165419409687,1.7699582422366125,4.331334024403219,1.9678195898688038,1.3645593560288818,0.866210306052408,4.319166715388276,8.070458048894679,806
18,1.75,0.36,52.3,0.075,1.02917,3.34,1.85,13.5,4,1.64,MM,*,Reg 3,0.0,0.4756869089626997,0.015469936747682489,24.567161950816573,22.080206604480747,20.364875897603756,10.09252508440417,1.456927857306609,1.8033555694592915,20.01096387390742,1.9534035086585997,1.9297524380738358,0.1890813105058456,2.7430279552966206,0.002807648328312724,199
19,0.36,0.5,-38.8,-0.291,1.00091,3.87,0.45,8.8,2,3.81,R,*,Reg 2,0.0,0.10830489415621036,0.0797695414510784,9.881707349027474,26.034228598488962,3.1466911996123765,4.047517590736705,1.357206708675368,2.0106499074627795,8.830092430628156,1.5771371239669638,1.3645593560288818,3.6437370227834434,0.14222510410899025,0.07551234668784568,531
20,0.19,0.26,54.0,0.039,0.98998,3.32,0.78,12.1,1,2.9,R,**,Reg 1,7.142857142857142,0.7301489299133387,0.2329420029313647,8.536818271917417,19.629173032280775,20.828774153534976,9.37756152437213,1.3119626341028041,1.7950644911089444,11.05925794430787,1.8493470667286414,0.9649150833430776,1.665955439198951,6.462510487804424,0.6450959770248089,433
21,0.36,0.26,13.2,0.051,0.9976,3.0,1.62,10.8,2,1.28,B,*,Reg 1,0.0,0.11708128075945956,0.39748473267912166,9.881707349027474,19.629173032280775,11.137125687178695,9.612964585982432,1.3439831931254627,1.6567739751354462,17.86444280808861,1.7471829366473857,1.3645593560288818,0.03621274977879284,0.1662057600368999,1.8790518123823998,583
22,0.28,0.64,-47.1,0.512,0.9972,3.98,-1.06,9.2,3,1.0,B,**,Reg 2,0.0,0.23187693391545883,0.059785277075208865,9.236569311403342,30.696318692092238,2.3236677841540936,20.86576110994267,1.3423585021410047,2.0510495740006034,1.8271820952684896,1.6125814240087801,1.6712221139600012,1e-08,0.6518257787564651,0.042377269501052625,604
23,0.28,0.35,2.1,1.027,0.95511,3.26,2.14,9.2,2,1.32,M,Desc,Reg 3,0.0,0.07896972795535828,0.6141619173766583,9.236569311403342,21.821923041342732,9.021131876913033,38.52961146032104,1.122896125409079,1.7699582422366125,22.890978257732407,1.6125814240087801,1.3645593560288818,0.04729207186687624,0.0756215809444432,4.486917437092649,511
24,0.44,0.22,4.3,-0.923,1.02618,3.26,0.53,10.4,2,1.31,M,*,Reg 1,7.142857142857142,0.9493649552398756,0.6281582296898028,10.548621493603738,18.726712867722608,9.422820459992602,1e-08,1.4473170153586186,1.7699582422366125,9.347481430136115,1.714523511897222,1.3645593560288818,0.04438381774606812,10.925483241780364,4.69379233454544,591
25,0.23,0.42,-3.8,0.094,0.99699,3.49,0.9,8.7,2,1.0,M,*,Reg 1,7.142857142857142,0.4920107560097392,0.24222347621997176,8.84441621719989,23.695387234266697,7.9870715976417435,10.48045529905671,1.3415031724234174,1.8643637466565055,11.932003441382992,1.5681508768224235,1.3645593560288818,1e-08,2.93451359698333,0.69755241140898,285
26,0.19,0.41,-36.7,0.046,0.9954,3.14,1.65,9.8,2,3.32,M,*,Reg 1,0.0,0.7841582427282278,0.7158488892072645,8.536818271917417,23.41821007037371,3.3746663406332353,9.514525343723465,1.33497338709807,1.7186458283496138,18.137519388258447,1.6643331580405663,1.3645593560288818,2.483819119777589,7.453917095645708,6.096029078637999,436
27,-0.06,-1.57,-41.4,0.065,0.99977,2.51,0.49,16.7,3,5.42,R,***,Reg 3,7.142857142857142,0.9073947764378335,0.5958977090328204,6.737672344685519,2.2790367864100087,2.8754814315075277,9.891289677043078,1.3526960786141489,1.4191362970219363,9.08694574947141,2.172612252047503,1.6712221139600012,9.014929805277795,9.980848029118714,4.223971645544284,623
28,0.54,0.03,48.9,0.094,0.9982,4.0,0.8,9.2,5,1.13,M,*,Reg 1,0.0,0.37190298244113773,0.8873292339116189,11.412886824725508,14.975088778189058,19.452752317002126,10.48045529905671,1.3464092372577194,2.0583097768964924,11.202414051015314,1.6125814240087801,2.1575230219663686,0.007815533833268537,1.6766976173388541,9.366979852594705,334
29,0.24,0.06,1.8,0.88,0.97646,4.22,-1.11,12.2,2,3.1,MM,*,Reg 3,0.0,0.5292046383082184,0.6173893449541528,8.922166332698326,15.513141168454158,8.967034055989274,32.93957573586427,1.248589596323972,2.136544347052884,1.6850552164757233,1.8569730500289119,1.3645593560288818,2.035112206890459,3.3949420663259566,4.534207399885176,186
30,0.24,0.84,6.4,0.048,0.9944,2.46,0.55,10.5,2,2.17,B,****,Reg 3,0.0,0.7418956581682584,0.9130065245040008,8.922166332698326,38.840834652261144,9.81441232632075,9.553840246354822,1.3308170032660043,1.3926093755522597,9.479130156151516,1.722746414352453,1.3645593560288818,0.6317858411804862,6.672118225419321,9.917010749325193,1155
31,0.17,0.3,56.0,0.034,0.99152,3.55,0.49,5.7,2,1.49,M,***,Reg 2,0.0,0.08762349973714156,0.7196871807977137,8.38506080930294,20.57512370979586,21.381225371085527,9.280338167557764,1.318623870852697,1.888215169896158,9.08694574947141,1.2693175776784313,1.3645593560288818,0.1108515989969128,0.09309995689778948,6.161586675508063,361
32,0.24,-1.0,43.6,0.043,1.03256,4.02,0.07,10.1,2,1.35,B,***,Reg 2,0.0,0.24585028598451186,0.05139115483147505,8.922166332698326,4.456847487641403,18.07258959939965,9.455704975457005,1.467599263546428,2.0655444609902056,6.573643697462285,1.6896147096012255,1.3645593560288818,0.0565705286244495,0.7327480952583619,0.03129397976547903,893
33,2.73,0.33,-16.8,0.087,0.99082,4.14,0.58,16.9,2,1.32,R,***,Reg 3,7.142857142857142,0.4918794617887402,0.7352658655248123,38.87227835563933,21.31438440173779,5.930712080020554,10.336682521215604,1.3156085753243882,2.1084313164732467,9.678329352278423,2.18558291272114,1.3645593560288818,0.04729207186687624,2.9329476897222166,6.431268453449918,517
34,-0.46,-0.09,3.3,0.096,1.00573,3.6,1.18,18.2,4,2.65,R,*,Reg 2,0.0,0.45281266507439544,0.49283579966894075,4.30136603357969,13.003134370846709,9.239150108489817,10.521715618399428,1.3757976200708972,1.9078635916844413,14.097292264975847,2.2680848810140835,1.9297524380738358,1.256418329129784,2.4855719507468153,2.889007469334293,356
35,1.45,-1.04,1.6,0.045,0.99534,4.19,-1.09,6.9,5,2.0,R,Desc,Reg 1,0.0,0.522918884342469,0.9345748702594681,20.84132789259809,4.251941895821869,8.931059228033531,9.494898289543901,1.3347250970579152,2.126045524661734,1.7412155251513068,1.3965454295487987,2.1575230219663686,0.46154786058507874,3.3147748063697824,10.391150263832987,363
36,-0.88,0.26,6.8,0.298,0.96461,1.27,0.32,5.6,1,1.39,R,Desc,Reg 1,7.142857142857142,0.47904199340354603,0.7753912634103106,2.3291577845994014,19.629173032280775,9.8899051131747,15.106542933690363,1.183799944221755,0.40520526233993354,8.020750455717002,1.2581346421141064,0.9649150833430776,0.07023375788989472,2.7818570898871493,7.152474740592196,513
37,0.19,-0.65,12.8,0.053,0.99778,4.02,1.89,2.7,3,3.66,MB,***,Reg 2,0.0,0.8873978131302284,0.47668286905611257,8.536818271917417,6.727934051772959,11.05700513746112,9.65248213618789,1.344712385755851,2.0655444609902056,20.39669985650158,0.8736343935124954,1.6712221139600012,3.2651281019061864,9.545791029575994,2.7026929955162156,837
38,0.845,0.01,-25.6,0.172,1.00888,3.32,0.5,11.0,4,1.46,B,*,Reg 1,0.0,0.8720857207928218,0.5319405859834434,14.259044023026764,14.626795175831194,4.7121113578888005,12.149672494386108,1.3875517371009058,1.7950644911089444,9.151734448216825,1.7632858204906776,1.9297524380738358,0.09769728147329666,9.219212421411301,3.3657714193909083,338
39,0.18,0.31,32.1,0.216,0.96244,3.84,-0.21,10.8,3,1.95,M,***,Reg 2,0.0,0.3650149260380119,0.5845181519989839,8.460769414774614,20.81865019706756,15.252522649569283,13.145672803204032,1.1707099502072256,1.9994901541119514,5.123653657686956,1.7471829366473857,1.6712221139600012,0.41655339824784415,1.6151666139288925,4.064156836865537,457
40,-0.83,-0.43,2.4,-0.137,0.992,3.25,0.17,10.4,1,2.09,M,Desc,Reg 1,0.0,0.1803649568384449,0.9737098799494776,2.532471201327324,8.715738879926072,9.07539239262497,6.2602434340125335,1.3206796084552703,1.7657391619181761,7.135225329726104,1.714523511897222,0.9649150833430776,0.5483516839411652,0.3943998074164756,11.279729165262845,410
41,0.43,0.35,21.3,0.489,0.95018,3.37,0.5,14.7,2,1.98,B,*,Reg 1,0.0,0.7637370249058494,0.10953954483508177,10.464066344682761,21.821923041342732,12.821797575436236,20.20226817751676,1.0869336001981238,1.8157212021368514,9.151734448216825,2.0383712349397802,1.3645593560288818,0.4432732284526105,7.070746474508812,0.14249845368213301,585
42,0.24,0.31,13.1,0.05,0.94955,3.05,0.53,10.4,3,2.02,M,Desc,Reg 3,0.0,0.31876144753224445,0.09195706937606085,8.922166332698326,20.81865019706756,11.117068433951271,9.593236208015819,1.082072317762895,1.6791328003869102,9.347481430136115,1.714523511897222,1.6712221139600012,0.4801916223143132,1.2317790278204905,0.1003858009775183,407
43,0.785,0.77,-5.5,-0.541,0.98981,3.85,-0.65,11.1,0,1.13,M,***,Reg 2,0.0,0.24090578470849267,0.10227769511127094,13.67413574848392,35.769903072841295,7.700799895999499,1.4788004320278283,1.311221055016116,2.0032169796905306,3.2096517012211363,1.771282365987798,0.01,0.007815533833268537,0.7035724086516987,0.12421339251944742,595
44,0.15,1.42,38.4,0.038,1.00899,4.72,0.43,12.6,3,4.02,R,**,Reg 3,0.0,0.4910061978301311,0.8763141552154519,8.234664353372976,76.85552692430467,16.767818440202543,9.358076323494435,1.3879568346856983,2.3044937217129546,8.703046656889574,1.8871688450684743,1.6712221139600012,4.208672258905986,2.9225431629273952,9.13583636513115,714
45,-0.5,0.42,37.1,0.028,0.97409,4.34,2.36,11.3,2,2.03,M,**,Reg 1,7.142857142857142,0.8390620233993759,0.46162605057360573,4.087677549528291,23.695387234266697,16.449263266848114,9.164338876375055,1.2364293170809888,2.1780336184001903,25.204929567171266,1.787168120432723,1.3645593560288818,0.4896519267777173,8.534226886533714,2.534613442035732,472
46,-0.42,1.75,3.85,0.546,0.95709,2.05,1.91,11.8,3,4.09,M,Desc,Reg 2,0.0,0.7825498562509647,0.9316024069095754,4.520498544369123,113.32059117115271,9.33994509648261,21.866213299111287,1.136414256256641,1.15227940550615,20.5909487334817,1.826278064060969,1.6712221139600012,4.406027679400936,7.423371584713106,10.325148483209489,163
47,1.4,1.64,15.8,0.057,1.02858,2.02,1.72,9.2,2,1.8,M,***,Reg 2,0.0,0.39631366178939076,0.9103883621569019,20.250127570785292,99.56291173437498,11.664959367830477,9.731760413687725,1.4550464452933416,1.1326939808987067,18.782753241805818,1.6125814240087801,1.3645593560288818,0.2954123711148653,1.9040194009064175,9.860208915657317,264
48,0.72,0.51,6.3,-0.083,0.95501,3.71,1.03,11.4,3,2.75,R,**,Reg 1,0.0,0.15861201225297028,0.693719448377689,13.054307841868711,26.34236887160916,9.795584322603977,7.149941191736959,1.1222003170369286,1.9503934959651168,12.914876717130186,1.795058279278665,1.6712221139600012,1.4133119932180886,0.30501019606492097,5.724898869290474,951
49,1.04,0.19,43.3,0.05,1.01533,3.09,2.89,11.5,3,1.14,M,Desc,Reg 1,0.0,0.48220744865365417,0.4904579078577659,16.244590987024964,18.07720207484877,17.995985666111782,9.593236208015819,1.4107284076459026,1.6968077459318867,31.236867013328247,1.8029139084611698,1.6712221139600012,0.009062704768629666,2.8187417998910504,2.861190115360242,397
50,0.19,1.1,11.2,0.061,0.97994,2.99,-0.38,9.3,3,1.56,R,**,Reg 2,0.0,0.6116151434058261,0.2131119653664736,8.536818271917417,52.74138015267901,10.739415290380592,9.81136292730612,1.2658258324394942,1.6522659027397173,4.331334024403219,1.6213214315409623,1.6712221139600012,0.14477489052371956,4.534592328308743,0.5398913508839429,532
51,0.22,1.87,59.8,0.098,1.03646,4.23,0.42,8.7,2,1.0,B,**,Reg 3,7.142857142857142,0.27670460168906164,0.7658514888766002,8.76700635337258,130.5059122506305,22.450803757383586,10.563056996771788,1.4795949700853286,2.140032508690803,8.639868991441043,1.5681508768224235,1.3645593560288818,1e-08,0.9281969939255472,6.9775365398504485,747
52,-0.73,1.41,4.0,0.595,0.99787,3.47,3.23,4.1,5,1.0,B,**,Reg 1,14.285714285714285,0.16944375861559946,0.29214461983564244,2.9646169101177,75.95650819244048,9.367529543955563,23.349249838282873,1.3450765376688714,1.856345171886805,35.44680011097889,1.0765397103450682,2.1575230219663686,1e-08,0.34808727418849067,1.0148627370758896,923
53,0.29,0.38,1.2,-0.65,1.03069,3.28,0.36,18.2,1,1.3,M,**,Reg 2,0.0,0.22945078655190543,0.2049420403663329,9.316020685257413,22.605981020997355,8.859326498506276,0.7553298619366672,1.461741594382662,1.778366374491193,8.265636098640528,2.2680848810140835,0.9649150833430776,0.04156784602445155,0.6382577920858504,0.49926946707314784,574
54,0.38,0.26,14.3,0.035,0.97228,3.18,0.47,13.6,2,1.27,M,Desc,Reg 2,7.142857142857142,0.029323197415180413,0.48144204404102997,10.046394375144779,19.629173032280775,11.358948567793622,9.299742309405818,1.2268947247526532,1.7359185028747153,8.9580587948221,1.9606247991279662,1.3645593560288818,0.033673625254750754,0.01043336575992421,2.756941994581172,770
55,1.25,1.3,35.15,0.031,0.99296,3.92,-1.05,5.3,2,3.95,MM,**,Reg 1,0.0,0.8654555077907116,0.2897894097405711,18.527564356015972,66.73501296329634,15.977158719150113,9.222247330558064,1.324762521198648,2.029113108485863,1.856297913868565,1.2239729456732453,1.3645593560288818,4.015838675971423,9.079565720691244,0.9985593768700854,353
56,2.01,1.18,-38.7,-0.286,1.00364,2.53,0.74,17.4,4,1.0,B,Desc,Reg 1,0.0,0.5164034572796614,0.950300255599535,28.043921351186437,57.94719174325176,3.157366386721747,4.111810716759775,1.3678293854567307,1.4296092515735779,10.77570750225907,2.217677691856477,1.9297524380738358,1e-08,3.2326893468632854,10.743821980647876,690
57,0.52,0.36,1.5,0.05,0.98976,4.31,1.29,18.3,1,1.04,R,***,Reg 1,7.142857142857142,0.04466257128074558,0.40284860290135915,11.237311745132136,22.080206604480747,8.913098929853687,9.593236208015819,1.3110027038809833,2.1677357470162217,14.997308108841914,2.2743072270035376,0.9649150833430776,0.0007437033786356822,0.024195674912966487,1.930122006701388,878
58,0.25,0.28,7.7,0.871,1.045,1.85,0.45,9.4,2,3.49,R,***,Reg 3,7.142857142857142,0.09612227649068461,0.8320444336280998,9.00025669986789,20.096583377782547,10.06082139971922,32.61155451039529,1.504888749795647,1.0145935155308705,8.830092430628156,1.6300145765268128,1.3645593560288818,2.8611388041587165,0.11203232034740176,8.235992080087227,465
59,-0.93,0.53,-27.9,-0.024,1.00314,2.94,0.35,9.4,2,1.62,M,Desc,Reg 3,7.142857142857142,0.8587854096466975,0.6329161501718009,2.134350659649656,26.96963399965941,4.416688985999814,8.189570940299232,1.365902318445276,1.6295384796644765,8.204069466488884,1.6300145765268128,1.3645593560288818,0.17745101111516515,8.940154314100539,4.76517942208155,241
60,0.24,1.27,10.3,0.18,0.96793,4.22,0.59,8.1,4,3.49,R,Desc,Reg 3,14.285714285714285,0.08512051882769778,0.9152710485759229,8.922166332698326,64.42039899508917,10.56280468624997,12.327845334558686,1.2030239322642529,2.136544347052884,9.745189379548405,1.5131130693321755,1.9297524380738358,2.8611388041587165,0.08785796812009261,9.966271867233523,683
61,2.73,1.59,4.9,0.028,0.9922,3.68,0.49,16.8,1,1.99,M,****,Reg 1,0.0,0.83369475516078,0.4409745129998325,38.87227835563933,93.87436762384453,9.533890376431202,9.164338876375055,1.3215333397426032,1.9388869526389574,9.08694574947141,2.179107233034385,0.9649150833430776,0.4523644033192489,8.425395423436564,2.3128551816193337,708
62,-0.74,0.15,1.1,0.414,0.97401,2.77,0.4,11.4,1,2.88,R,**,Reg 2,0.0,0.5374602959454857,0.11628327640579672,2.91987120671859,17.246094481452428,8.841438509121177,18.11317725091413,1.2360125375220725,1.5497741784209547,8.514204103385508,1.795058279278665,0.9649150833430776,1.6310699752120132,3.50168827441631,0.16060284145160228,720
63,0.38,1.51,73.7,-0.271,1.01893,4.02,1.98,12.1,3,1.92,R,***,Reg 3,0.0,0.6447278444679148,0.3493316776863171,10.046394375144779,85.44096030362157,26.585585566899557,4.307729808440492,1.4231830136915251,2.0655444609902056,21.278069452748134,1.8493470667286414,1.6712221139600012,0.39066410963580156,5.038874670310658,1.451245173971038,678
64,0.63,0.32,6.4,0.034,0.9924,3.23,-0.25,11.8,3,4.54,R,Desc,Reg 1,0.0,0.06930318343383846,0.6002658513340043,12.219817140616463,21.065059055830158,9.81441232632075,9.280338167557764,1.3223854196577776,1.7572706124191209,4.931241670719154,1.826278064060969,1.6712221139600012,5.782711503922515,0.05824433443921143,4.286136516037036,766
65,0.13,1.27,-15.1,0.04,0.9955,4.23,0.41,9.0,3,1.91,M,**,Reg 2,0.0,0.13478127476862056,0.8569765821897275,8.085628904127518,64.42039899508917,6.1822574829869295,9.397066990007234,1.335386896231205,2.140032508690803,8.576921473606356,1.5949577356238895,1.6712221139600012,0.38221891156350357,0.22024991489525764,8.737035840732133,382
66,0.34,-0.95,-21.0,0.028,0.98958,3.2,1.77,13.2,3,4.52,M,Desc,Reg 1,0.0,0.38352239657376497,0.7295994491548918,9.71838132959468,4.726920929083314,5.331644615981509,9.164338876375055,1.3102157350719503,1.7444907082820547,19.250538994183465,1.9315776613152726,1.6712221139600012,5.7175574130007645,1.783100541574235,6.332509049997055,500
67,0.53,0.38,-40.3,0.043,0.99062,2.88,0.6,18.3,4,2.54,B,***,Reg 1,7.142857142857142,0.39421971531107636,0.8994403922989173,11.324929159093257,22.605981020997355,2.9887326568141352,9.455704975457005,1.3147432426085062,1.6018399760051933,9.812279554432232,2.2743072270035376,1.9297524380738358,1.0944939157392672,1.8839533093790606,9.62445672538814,912
68,1.21,0.34,7.8,-0.399,0.97462,3.21,-0.75,17.5,3,1.19,M,*,Reg 2,0.0,0.40035600930311677,0.24283749637847551,18.081143728913652,21.566660754236345,10.079902484217593,2.782441618354373,1.2391798937863447,1.7487610536068785,2.836791112306859,2.2240410698262116,1.6712221139600012,0.016682795433307814,1.9430575128740917,0.7010949942549513,523
69,-0.72,0.15,49.1,0.012,0.99609,2.95,-0.16,13.7,3,5.53,R,****,Reg 3,14.285714285714285,0.8111437566758698,0.47068719587951335,3.009702865187936,17.246094481452428,19.50582817491486,8.85857403052533,1.3378188158018045,1.6341092521728864,5.369346962708124,1.9678195898688038,1.6712221139600012,9.469204859306977,7.975763082097145,2.635116696125077,756
70,0.19,0.29,-51.1,0.042,0.99304,3.99,-0.75,10.3,2,1.88,B,***,Reg 3,0.0,0.4971696747754949,0.46400636102526305,8.536818271917417,20.334445877429346,1.9714999023394317,9.43613871554967,1.3251010644223085,2.0546828821834944,2.836791112306859,1.7062609816591756,1.3645593560288818,0.35743701174175874,2.99637331266228,2.560825830411929,572
71,1.53,0.32,1.1,0.115,0.99096,2.25,-0.81,8.9,2,2.25,R,Desc,Reg 2,0.0,0.21438563695340307,0.1360492917501852,21.80494149439717,21.065059055830158,8.841438509121177,10.917731471258568,1.3162132937970374,1.2751845572111995,2.624121844422655,1.5860724583418742,1.3645593560288818,0.721126071968063,0.55720160430843,0.21990253860483416,719
72,0.16,0.32,-44.9,0.04,1.0458,3.27,0.96,10.0,3,2.43,M,**,Reg 2,0.0,0.2389044580069608,0.28986583796876675,8.309692455502395,21.065059055830158,2.529688768656033,9.397066990007234,1.5071938181656261,1.774167289347635,12.38080416106796,1.6812297676358767,1.6712221139600012,0.9437356726509212,0.6919318156567065,0.9990863599075762,333
73,-0.56,0.42,2.3,-0.139,0.9972,4.15,-0.65,10.9,3,2.11,M,**,Reg 1,0.0,0.7993241522547461,0.6709861020412204,3.7773523735850025,23.695387234266697,9.057287476855638,6.228426491622885,1.3423585021410047,2.11196591061857,3.2096517012211363,1.7552528448709697,1.6712221139600012,0.5686565288558465,7.745022658778349,5.355776948035202,472
74,-2.05,-0.24,1.5,-0.415,0.99238,4.05,-0.01,14.5,2,1.77,M,Desc,Reg 1,0.0,0.41890049894225145,0.7448529752737452,1e-08,10.899243527166563,8.913098929853687,2.6151255951299612,1.3223002857657236,2.076349222630135,6.140949019847774,2.0244576115093706,1.3645593560288818,0.2736757904664399,2.127224258145182,6.600101413196791,332
